business_id,name,address,city,state,postal_code,latitude,longitude,restaurant_stars,review_count,is_open,attributes,categories,hours,review_id,user_id,useful,funny,cool,text,date,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
5aKoh1_j9X27L1P9X9dzgA,Checkers,4322 Market ST,Philadelphia,PA,19104,39.957759,-75.2090475,4.0,11,0,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'None', 'OutdoorSeating': 'False'}","Burgers, Fast Food, Restaurants","{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-4:0', 'Saturday': '10:0-4:0', 'Sunday': '10:0-2:0'}",,,,,,,,0.0815059579127319,0.4817916058556147,1.698037192118561,1.4581193989911234,0.0819625847547345,1.1985832603672328
2vbbxo8E4z_41e9E3WgNRw,Play2,1526 Packer Ave,Philadelphia,PA,19145,39.9114175,-75.1745111,3.0,5,1,"{'Alcohol': ""'beer_and_wine'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '2'}","Restaurants, Sports Bars, Nightlife, Bars, Arcades, Arts & Entertainment",,,,,,,,,0.7100745158765244,0.1353868185654308,8.329212180201388,10.554372177323586,0.134847447917002,0.1361068601160608
voI5HNsL96_s5vlCpa-Q-A,La Casa De Tu Madre,800 Fitzwater St,Philadelphia,PA,19147,39.9405489691,-75.1560400799,3.0,33,0,"{'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'CoatCheck': 'False', 'NoiseLevel': ""u'very_loud'"", 'OutdoorSeating': 'True', 'Music': ""{'dj': False, 'background_music': True, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'HasTV': 'False', 'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'Smoking': ""u'no'""}","Restaurants, Bars, Mexican, Nightlife","{'Monday': '17:0-2:0', 'Tuesday': '17:0-2:0', 'Wednesday': '17:0-2:0', 'Thursday': '17:0-2:0', 'Friday': '17:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-2:0'}",,,,,,,,1.657401000688924,5.734907773814935,2.677691606870003,0.802777640133443,0.1592582253125601,1.9679637531801328
Bhi6oPbGK5zoyj9qoRxzfA,Art in the Age,116 N 3rd St,Philadelphia,PA,19106,39.9525863309,-75.1452570203,4.5,92,1,"{'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'False', 'NoiseLevel': ""u'quiet'"", 'HappyHour': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False'}","Food, Men's Clothing, Fashion, Accessories, Distilleries, Cocktail Bars, Tasting Classes, Beer, Wine & Spirits, Bars, Nightlife, Shopping, Education","{'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-19:0', 'Saturday': '12:0-19:0', 'Sunday': '12:0-18:0'}",,,,,,,,14.12257939942975,10.908111184620362,49.36560638586406,35.11003765064664,12.526169593634563,19.967495785804587
YpV0DniZQKnG6mWVVl-TSw,Bubba's Texas BBQ,19 W Girard Ave,Philadelphia,PA,19123,39.9689174736,-75.1351448155,3.5,57,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'""}","Restaurants, Barbeque","{'Thursday': '17:0-22:0', 'Friday': '17:0-0:0', 'Saturday': '17:0-0:0', 'Sunday': '17:0-22:0'}",,,,,,,,1.0676266440746816,2.906690244592774,3.4788720611345254,5.801099699548208,1.0663510556113944,4.679360295038414
m0za_1Ocf0Q0rxlBYVDq7g,Paradise Inn,2720 W Girard Ave,Philadelphia,PA,19130,39.9740992,-75.1812936,5.0,8,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True'}","Chinese, Restaurants",,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
r9RdpSEb2-0SGD_UcvnDkA,Four Seasons Diner,2811 Cottman Ave,Philadelphia,PA,19149,40.0441858,-75.0529466,3.5,195,1,"{'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'Corkage': 'False', 'WheelchairAccessible': 'True', 'BYOB': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}""}","Diners, Restaurants","{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-10:0'}",,,,,,,,8.507601665732425,10.690961166094535,45.92037006268372,22.281562933982823,20.69654322649188,12.902960945014598
tDxZHakdC1C67XVC2QUVKQ,Zaccone's Restaurant,3151 Cottman Ave,Philadelphia,PA,19149,40.040781,-75.0478131,3.5,48,1,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'NoiseLevel': ""'quiet'"", 'BikeParking': 'False', 'Caters': 'True', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False'}","Italian, Restaurants","{'Wednesday': '16:0-20:30', 'Thursday': '16:0-20:30', 'Friday': '16:0-20:30', 'Saturday': '16:0-20:30', 'Sunday': '16:0-20:30'}",,,,,,,,1.4846976363603626,5.557894522534834,2.639536750169684,0.594801421059609,-0.4848863741305341,6.207956044006043
_Q3XmBesceFqn9Dk-w6tlA,Artisan Boulanger Patissier,1218 Mifflin St,Philadelphia,PA,19148,39.9264181,-75.1664513,4.5,194,1,"{'NoiseLevel': ""'average'"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'BusinessAcceptsCreditCards': 'False', 'Caters': 'True', 'HappyHour': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'None', 'OutdoorSeating': 'None'}","Coffee & Tea, Bakeries, Restaurants, Food, French","{'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",,,,,,,,4.123747457182069,25.38880138646589,27.941889938152936,14.11267214492556,9.57614708431343,26.85674198896009
nMDteyIwo3zLbqm45xBwFw,Prince Tea House,203 N 9th St,Philadelphia,PA,19107,39.9553481,-75.1540592,4.5,176,1,"{'HasTV': 'False', 'Alcohol': ""u'none'"", 'BikeParking': 'False', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsTableService': 'False', 'HappyHour': 'False'}","Sandwiches, Food, Desserts, Coffee & Tea, Restaurants, Tea Rooms","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",,,,,,,,9.840525917444849,18.332864200524345,7.756082570195403,45.99571695590319,6.173090223048529,20.901720132883664
stAPGCcWDJkNWA5u3nqa8Q,Tacotacomexican,261 S 44th St,Philadelphia,PA,19104,39.953222,-75.210254,4.5,49,1,"{'Alcohol': ""u'none'"", 'RestaurantsTableService': 'False', 'DogsAllowed': 'True', 'Caters': 'False', 'WheelchairAccessible': 'False', 'HasTV': 'False', 'HappyHour': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'None', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"", 'Corkage': 'True', 'BYOB': 'True'}","Mexican, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",,,,,,,,3.805483161943848,33.447944500615726,24.32744802117014,6.9199223508124925,8.635626206151048,22.86357575930672
XIR6VBtBm5L9CzNqzEPKng,Three Countries Pizzeria,1626 Dickinson St,Philadelphia,PA,19146,39.9321252,-75.1723005,2.5,42,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Mexican, Italian, American (Traditional), Restaurants, Pizza","{'Saturday': '15:0-4:0', 'Sunday': '15:0-4:0'}",,,,,,,,0.3598153296208348,-1.0999928678582105,3.9258258763807983,-0.0695339391947872,-1.1837881086962982,0.0676737097476627
l6gKBfHU0YB4p2-XWNTglA,Springfield Beer Distributor,2206 Washington Ave,Philadelphia,PA,19146,39.9393899,-75.1802944,4.5,19,1,"{'RestaurantsTakeOut': 'True', 'Caters': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Beer, Wine & Spirits, Food","{'Monday': '10:0-17:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:30', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '9:0-18:0'}",,,,,,,,1.595194861471789,0.6778033848833769,2.655549640709254,4.913905077943863,1.6959950534134274,3.461551981578285
JrDLf5e-awIC0suNlK39Zw,Locust Rendezvous,1415 Locust St,Philadelphia,PA,19102,39.9484648948,-75.1658053,4.0,230,1,"{'GoodForKids': 'False', 'BYOBCorkage': ""'yes_free'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'Corkage': 'False', 'Caters': 'False', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", 'RestaurantsTableService': 'True', 'Smoking': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': None, 'dinner': None, 'brunch': None, 'breakfast': False}"", 'OutdoorSeating': 'True', 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{u'divey': True, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Bars, Beer Bar, Restaurants, Salad, Dive Bars, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-1:0'}",,,,,,,,9.437831033003386,14.075975730513738,53.49331337475928,49.305772769829375,7.591369998596901,16.095737093297288
o2wOHahV_ZSWi7X-aA5VOw,Jimmy's Old London Pizza,2347 E Somerset St,Philadelphia,PA,19134,39.983781,-75.115526,3.5,8,0,"{'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'HasTV': 'True', 'GoodForKids': 'False', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False'}","Restaurants, Pizza","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '12:0-23:0'}",,,,,,,,0.1145416346752366,0.65609351789251,0.765631017675144,0.0093045382810984,0.3731256211633058,0.0813036703127046
f_rRBei5W9-8wPSTzlvGYw,Village Kitchen,342 Queen St,Philadelphia,PA,19147,39.9374002,-75.1499642,3.0,8,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'WiFi': ""u'no'""}","Restaurants, Pizza",,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
WetGZHi6Q_A-zxujdzjVJg,Loco Pez,4631 Baltimore Ave,Philadelphia,PA,19143,39.9487664234,-75.2169698104,3.0,124,1,"{'RestaurantsTableService': 'True', 'Smoking': ""u'no'"", 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'DriveThru': 'False', 'GoodForKids': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'CoatCheck': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True', 'DogsAllowed': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'HappyHour': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': True, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'Caters': 'True'}","Nightlife, Tacos, Bars, Mexican, Restaurants","{'Monday': '14:0-22:0', 'Tuesday': '14:0-22:0', 'Wednesday': '14:0-22:0', 'Thursday': '14:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}",,,,,,,,2.2069261276180625,4.3713377319623055,-4.09486618880919,7.817194491681434,2.3129351214878704,3.386472716059512
f933RAjLP09qWsqZdh6qPg,So Crepe Manayunk,4357 Main St,Philadelphia,PA,19127,40.025762,-75.223853,4.5,35,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'Caters': 'False', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'""}","Creperies, Restaurants, Desserts, French, Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '10:30-15:0'}",,,,,,,,0.4740098757837383,0.6114920060531204,1.818773903200176,5.314929254117969,0.4581544488085268,2.322640512036467
7rStfblbjKIH1q9eDghF9A,Uncle Nicks Pizza,2825 W Girard Ave,Philadelphia,PA,19130,39.974728,-75.182701,4.0,60,0,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'False', 'HasTV': 'True'}","Breakfast & Brunch, American (Traditional), Pizza, Restaurants, Steakhouses","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}",,,,,,,,-0.1650034557696265,0.688661490630109,-0.6958585620335009,0.0435558196787546,0.6975618907305331,2.4310828167637304
NsAiuECBpHID6rZuGCz26w,Founding Fathers Sports Bar & Grill,1612 South St,Philadelphia,PA,19146,39.9439544,-75.1692787,3.5,173,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'Smoking': ""u'no'"", 'HasTV': 'True', 'GoodForDancing': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'CoatCheck': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'False', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'DriveThru': 'False', 'RestaurantsReservations': 'False', 'NoiseLevel': ""'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'False'}","Restaurants, Sports Bars, Bars, Nightlife, American (New)","{'Monday': '16:0-2:0', 'Tuesday': '16:0-2:0', 'Wednesday': '16:0-2:0', 'Thursday': '16:0-2:0', 'Friday': '16:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-2:0'}",,,,,,,,3.0394625630249585,7.536648406391998,16.16276120277518,27.48976222857729,4.924071413276514,9.84729418595404
Lvxzjhsupfp4rd2oZbkh4g,Bison Coffee,1600 Callowhill St,Philadelphia,PA,19130,39.9599273,-75.1657232,4.5,10,1,,"Cafes, Restaurants, Food, Coffee & Tea",,,,,,,,,0.2232019556781078,0.3731095186072652,0.5981338304159359,1.6143322622222906,0.021247152598903,0.1699752804774968
TiYGVQxNQ-wkr63o0JwaEA,Haegeles Bakery,4164 Barnett St,Philadelphia,PA,19135,40.0263317,-75.0572246,5.0,45,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Food, Bakeries","{'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-16:0'}",,,,,,,,1.394999276129985,1.4428821434592851,0.7596571658795298,1.4030779397609594,3.104322464721947,8.89506101004829
